old file name,new file name,organism,phenotype,SCS,LH or M,plant or animal,within or between species,SE provided?,notes,"data type: standard, PSU, cmat",cmat (if assigned),reference,,,,,,,,,,,,
,photo.gain1.csv,Aeschynomene americana,photoperiod response to flowering date at Gainesville,NSC,M,plant,within,Y,,PSU,,"Deren, C. W., Quesenberry, K. H. (1989) Inheritance of photoperiod-induced flowering in three photoperiodic lines of Aeschynomene americana L. Theor Appl Genet. 78, 825-830.",,,,,,,,,,,,
,photo.gain2.csv,Aeschynomene americana,photoperiod response to flowering date at Gainesville,NSC,M,plant,within,Y,,PSU,,"Deren, C. W., Quesenberry, K. H. (1989) Inheritance of photoperiod-induced flowering in three photoperiodic lines of Aeschynomene americana L. Theor Appl Genet. 78, 825-830.",,,,,,,,,,,,
,photo.gain3.csv,Aeschynomene americana,photoperiod response to flowering date at Gainesville,NSC,M,plant,within,Y,,PSU,,"Deren, C. W., Quesenberry, K. H. (1989) Inheritance of photoperiod-induced flowering in three photoperiodic lines of Aeschynomene americana L. Theor Appl Genet. 78, 825-830.",,,,,,,,,,,,
,pistil.csv,"Mimulus cuprilphilus, Mimulus guttatus",pistil length,NSC,LH,plant,between,Y,,PSU,,"Macnair, M. R., Cumbes, Q. J. (1989) The genetic architecture of interspecific variation in Mimulus. Genetics. 122, 211-222.",,,,,,,,,,,,
,plant.height1.csv,Jimsonweed (Datura stramonium L.),plant height (cm),NSC,M,plant,within,N,,PSU,,"Bhagat, N.R., Mital, S.P. (1984) Genetics of four morphological traits in Datura stramonium L. Indian J. Genet. 44(3), 528-532. ",,,,,,,,,,,,
,plant.height2.csv,Jimsonweed (Datura stramonium L.),plant height (cm),NSC,M,plant,within,N,,PSU,,"Bhagat, N.R., Mital, S.P. (1984) Genetics of four morphological traits in Datura stramonium L. Indian J. Genet. 44(3), 528-532. ",,,,,,,,,,,,
,plant.height3.csv,Jimsonweed (Datura stramonium L.),plant height (cm),NSC,M,plant,within,N,,PSU,,"Bhagat, N.R., Mital, S.P. (1984) Genetics of four morphological traits in Datura stramonium L. Indian J. Genet. 44(3), 528-532. ",,,,,,,,,,,,
,plant.height4.csv,Jimsonweed (Datura stramonium L.),plant height (cm),NSC,M,plant,within,N,,PSU,,"Bhagat, N.R., Mital, S.P. (1984) Genetics of four morphological traits in Datura stramonium L. Indian J. Genet. 44(3), 528-532. ",,,,,,,,,,,,
,plantht.csv,Zea mays,plant height (cm),NSC,M,plant,within,N,,PSU,,"Harville, B.G., Josephson, L.M. (1979) Inheritance of ear height and associated characters in maize. Maydica. 24, 95-102. ",,,,,,,,,,,,
file 43 .csv,plantht.dj38.csv,Lycopersicon,mean plant height,NSC,M,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 44 .csv,plantht.dj39.csv,Lycopersicon,mean plant height,NSC,M,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 45 .csv,plantht.dr38.csv,Lycopersicon,mean plant height,NSC,M,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
,plantht.hi25sp.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi25su.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi25w.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi26sp.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi26su.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi26w.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi27sp.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi27su.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi27w.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi28sp.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi28su.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi28w.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi29su.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi29w.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi30su.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi30w.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi31su.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi31w.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi32su.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi32w.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi33sp.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi33su.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi33w.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi34su.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi34w.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi35sp.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi35su.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
,plantht.hi35w.csv,"Zea mays, Zea diploperennis Iltis",plant height (cm),NSC,M,plant,between,N,,PSU,,"Srinivasan, G., Brewbaker, J.L. (1999) Genetic analysis of hybrids between maize and perennial teosine I morphological traits. Maydica. 44, 353-369. ",,,,,,,,,,,,
file 46 .csv,plantht.jb39.csv,Lycopersicon,mean plant height,NSC,M,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 47 .csv,plantht.jr39.csv,Lycopersicon,mean plant height,NSC,M,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
,plantht1.csv,rye (Secale cereale L..),plant height (cm),NSC,M,plant,within,N,,PSU,,"Lapinski, M., Parzyszek, B. (1982) Nonallelic interaction in inheritance of some quantitative traits in interlinear hybrids of rye (Secale cereale L..) Genetica polonica. 23(1-2), 31-40. ",,,,,,,,,,,,
,plantht2.csv,rye (Secale cereale L..),plant height (cm),NSC,M,plant,within,N,,PSU,,"Lapinski, M., Parzyszek, B. (1982) Nonallelic interaction in inheritance of some quantitative traits in interlinear hybrids of rye (Secale cereale L..) Genetica polonica. 23(1-2), 31-40. ",,,,,,,,,,,,
,plantht3.csv,rye (Secale cereale L..),plant height (cm),NSC,M,plant,within,N,,PSU,,"Lapinski, M., Parzyszek, B. (1982) Nonallelic interaction in inheritance of some quantitative traits in interlinear hybrids of rye (Secale cereale L..) Genetica polonica. 23(1-2), 31-40. ",,,,,,,,,,,,
,plantht4.csv,rye (Secale cereale L..),plant height (cm),NSC,M,plant,within,N,,PSU,,"Lapinski, M., Parzyszek, B. (1982) Nonallelic interaction in inheritance of some quantitative traits in interlinear hybrids of rye (Secale cereale L..) Genetica polonica. 23(1-2), 31-40. ",,,,,,,,,,,,
,plantht5.csv,rye (Secale cereale L..),plant height (cm),NSC,M,plant,within,N,,PSU,,"Lapinski, M., Parzyszek, B. (1982) Nonallelic interaction in inheritance of some quantitative traits in interlinear hybrids of rye (Secale cereale L..) Genetica polonica. 23(1-2), 31-40. ",,,,,,,,,,,,
file 48 .csv,plantspd.dj38.csv,Lycopersicon,mean plant spread,NSC,M,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 49 .csv,plantspd.dj39.csv,Lycopersicon,mean plant spread,NSC,M,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 50 .csv,plantspd.dr38.csv,Lycopersicon,mean plant spread,NSC,M,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 51 .csv,plantspd.jb39.csv,Lycopersicon,mean plant spread,NSC,M,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
file 52 .csv,plantspd.jr39.csv,Lycopersicon,mean plant spread,NSC,M,plant,between,Y,,standard,,LeRoy Powers. 1941. Inheritance of quantitative characters in crosses involving two species of Lycopersicon. J Agric Res 63. 149-175.,,,,,,,,,,,,
,plate.num.csv,stickleback,plate number,XY,M,animal,within,Y,,standard,,"Hatfield, T. Genetic divergence in adaptive characters between sympatric species of stickleback. The American Naturalist. 149(6), 1009-1029.",,,,,,,,,,,,
,pltht1.csv,eggplant (Solanum melongena),plant height (cm),NSC,M,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,pltht2.csv,eggplant (Solanum melongena),plant height (cm),NSC,M,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,pltht3.csv,eggplant (Solanum melongena),plant height (cm),NSC,M,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,pltht4.csv,eggplant (Solanum melongena),plant height (cm),NSC,M,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,pltht5.csv,eggplant (Solanum melongena),plant height (cm),NSC,M,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
,pltht6.csv,eggplant (Solanum melongena),plant height (cm),NSC,M,plant,within,N,,PSU,,"Gill, H.S., Arora, R.S., Pachauri, D.C. (1976) Inheritance of quantitative characters in eggplant. Indian J. agric. Sci.  46(10), 484-490.",,,,,,,,,,,,
file 14 .csv,pm.sin.csv,T. castaneum,number of offspring,XY,LH,animal,between,Y,,standard,,"Demuth, Jeffery Paul. Evolution of Hybrid Incompatibility in the Beetle Tribolium Castaneum. Indiana University, 2004.",,,,,,,,,,,,
,podlen.30x19.csv,Vigna sesquipedalis,pod length,NSC,LH,plant,within,N,,PSU,,"Rahman, M. A., Saad, M. S. (2000) Estimation of additive, dominance and digenic epistatic interaction effects for certain yield characters in Vigna sesquipedalis Fruw. Euphytica. 114, 61-66.",,,,,,,,,,,,
,podlen.30x7.csv,Vigna sesquipedalis,pod length,NSC,LH,plant,within,N,,PSU,,"Rahman, M. A., Saad, M. S. (2000) Estimation of additive, dominance and digenic epistatic interaction effects for certain yield characters in Vigna sesquipedalis Fruw. Euphytica. 114, 61-66.",,,,,,,,,,,,
,podlen.30x8.csv,Vigna sesquipedalis,pod length,NSC,LH,plant,within,N,,PSU,,"Rahman, M. A., Saad, M. S. (2000) Estimation of additive, dominance and digenic epistatic interaction effects for certain yield characters in Vigna sesquipedalis Fruw. Euphytica. 114, 61-66.",,,,,,,,,,,,
,podlen.7x8.csv,Vigna sesquipedalis,pod length,NSC,LH,plant,within,N,,PSU,,"Rahman, M. A., Saad, M. S. (2000) Estimation of additive, dominance and digenic epistatic interaction effects for certain yield characters in Vigna sesquipedalis Fruw. Euphytica. 114, 61-66.",,,,,,,,,,,,
,podlen1.csv,Vigna unguiculata,pod length,NSC,M,plant,within,N,,PSU,,"Ugurum N. I., Uzo, J. O. (1991) Studies of gene action for some yield attributes in hybridized vegetable and grain cowpeas (Vigna unguiculata (L.) Walp.) Biol. Zent.bl 110, 231-237.",,,,,,,,,,,,
,podlen2.csv,Vigna unguiculata,pod length,NSC,M,plant,within,N,,PSU,,"Ugurum N. I., Uzo, J. O. (1991) Studies of gene action for some yield attributes in hybridized vegetable and grain cowpeas (Vigna unguiculata (L.) Walp.) Biol. Zent.bl 110, 231-237.",,,,,,,,,,,,
,podlen3.csv,Vigna unguiculata,pod length,NSC,M,plant,within,N,,PSU,,"Ugurum N. I., Uzo, J. O. (1991) Studies of gene action for some yield attributes in hybridized vegetable and grain cowpeas (Vigna unguiculata (L.) Walp.) Biol. Zent.bl 110, 231-237.",,,,,,,,,,,,
,podnum1.csv,Vigna unguiculata,number of pods/plant,NSC,LH,plant,within,N,,PSU,,"Ugurum N. I., Uzo, J. O. (1991) Studies of gene action for some yield attributes in hybridized vegetable and grain cowpeas (Vigna unguiculata (L.) Walp.) Biol. Zent.bl 110, 231-237.",,,,,,,,,,,,
,podnum2.csv,Vigna unguiculata,number of pods/plant,NSC,LH,plant,within,N,,PSU,,"Ugurum N. I., Uzo, J. O. (1991) Studies of gene action for some yield attributes in hybridized vegetable and grain cowpeas (Vigna unguiculata (L.) Walp.) Biol. Zent.bl 110, 231-237.",,,,,,,,,,,,
,podnum3.csv,Vigna unguiculata,number of pods/plant,NSC,LH,plant,within,N,,PSU,,"Ugurum N. I., Uzo, J. O. (1991) Studies of gene action for some yield attributes in hybridized vegetable and grain cowpeas (Vigna unguiculata (L.) Walp.) Biol. Zent.bl 110, 231-237.",,,,,,,,,,,,
,podsplant.30x19.csv,Vigna sesquipedalis,pods per plant,NSC,LH,plant,within,N,,PSU,,"Rahman, M. A., Saad, M. S. (2000) Estimation of additive, dominance and digenic epistatic interaction effects for certain yield characters in Vigna sesquipedalis Fruw. Euphytica. 114, 61-66.",,,,,,,,,,,,
