add,dom,epi,file,refile,class,kingdom,domestication,trait,species,SCS,divergence,weighted,method
0.711494468,0,0.288505532,gourd-leaflen.csv,gourd-leaflen.csv,M,plant,domestic,leaf length,Momordica charantia,NSC,within,Y,PSU
0,0,1,gourd-leafratio.csv,gourd-leafratio.csv,M,plant,domestic,leaf length width ratio,Momordica charantia,NSC,within,Y,PSU
1,0,0,gourd-leafwid.csv,gourd-leafwid.csv,M,plant,domestic,leaf width,Momordica charantia,NSC,within,Y,PSU
0.559498594,0,0.440501406,gourd-peduncle.csv,gourd-peduncle.csv,M,plant,domestic,peduncle length,Momordica charantia,NSC,within,Y,PSU
1,0,0,gourd-pericarp.csv,gourd-pericarp.csv,LH,plant,domestic,pericarp thickness,Momordica charantia,NSC,within,Y,PSU
0.567106014,0,0.432893986,gourd-seednum.csv,gourd-seednum.csv,LH,plant,domestic,seed number,Momordica charantia,NSC,within,Y,PSU
NA,NA,NA,gourd-yield.csv,gourd-yield.csv,LH,plant,domestic,yield,Momordica charantia,NSC,within,Y,PSU
1,0,0,grain.yield.csv,grain.yield.csv,LH,plant,domestic,grain yield ,bread wheat,NSC,within,N,PSU
0.509718686,0,0.490281314,grains.num.csv,grains.num.csv,LH,plant,domestic,number of grains per spike,bread wheat,NSC,within,N,PSU
0.566895506,0,0.433104494,grainyield1.csv,grainyield1.csv,LH,plant,domestic,grain yield,Vigna unguiculata,NSC,within,N,PSU
1,0,0,grainyield2.csv,grainyield2.csv,LH,plant,domestic,grain yield,Vigna unguiculata,NSC,within,N,PSU
0,0,1,grainyield3.csv,grainyield3.csv,LH,plant,domestic,grain yield,Vigna unguiculata,NSC,within,N,PSU
NA,NA,NA,growth.csv,growth.csv,LH,animal,wild,growth rate,stickleback,XY,within,Y,standard
NA,NA,NA,growth.years.csv,growth.years.csv,LH,plant,domestic,number of ramets produced before the flowering season,"Iris brevivaulis, Iris fulva",NSC,between,Y,standard
0.014411078,0.474854663,0.510734259,h-ba.sq.csv,h-ba.sq.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
0,0.381766104,0.618233896,h-ban.osa.csv,h-ban.osa.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
0.013682306,0.421339745,0.564977949,h-bh.sq.csv,h-bh.sq.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
0.263975187,0.146388479,0.589636334,h-col.ban.csv,h-col.ban.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
0,0,1,h-da.sq.csv,h-da.sq.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
0,0.595658158,0.404341842,h-dar.bho.csv,h-dar.bho.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
NA,NA,NA,h-nig.sing.csv,h-nig.sing.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
0.310031045,0,0.689968955,h-osa.col.csv,h-osa.col.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
0,0,1,h-pm.sin.csv,h-pm.sin.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,within,Y,standard
0.593882102,0,0.406117898,harvest.30x19.csv,harvest.30x19.csv,LH,plant,domestic,days to harvest,Vigna sesquipedalis,NSC,within,N,PSU
1,0,0,harvest.30x7.csv,harvest.30x7.csv,LH,plant,domestic,days to harvest,Vigna sesquipedalis,NSC,within,N,PSU
NA,NA,NA,harvest.30x8.csv,harvest.30x8.csv,LH,plant,domestic,days to harvest,Vigna sesquipedalis,NSC,within,N,PSU
1,0,0,harvest.7x8.csv,harvest.7x8.csv,LH,plant,domestic,days to harvest,Vigna sesquipedalis,NSC,within,N,PSU
NA,NA,NA,harvest.index.csv,harvest.index.csv,LH,plant,domestic,harvest index,bread wheat,NSC,within,N,PSU
0.434642376,0.565357624,0,height.plant.csv,height.plant.csv,M,plant,wild,plant height,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
1,0,0,internode.num1.csv,internode.num1.csv,M,plant,wild,internode number,Datura stramonium,NSC,within,N,PSU
NA,NA,NA,internode.num2.csv,internode.num2.csv,M,plant,wild,internode number,Datura stramonium,NSC,within,N,PSU
NA,NA,NA,internode.num3.csv,internode.num3.csv,M,plant,wild,internode number,Datura stramonium,NSC,within,N,PSU
1,0,0,internode.num4.csv,internode.num4.csv,M,plant,wild,internode number,Datura stramonium,NSC,within,N,PSU
1,0,0,juv.leafwd.csv,juv.leafwd.csv,M,plant,wild,leaf width,Desmodium sandwicense,NSC,within,Y,PSU
1,0,0,kernum.hi25sp.csv,kernum.hi25sp.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi25w.csv,kernum.hi25w.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi26sp.csv,kernum.hi26sp.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi26w.csv,kernum.hi26w.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi27sp.csv,kernum.hi27sp.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi27w.csv,kernum.hi27w.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi28sp.csv,kernum.hi28sp.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi28w.csv,kernum.hi28w.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi29w.csv,kernum.hi29w.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi30w.csv,kernum.hi30w.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi31w.csv,kernum.hi31w.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi32w.csv,kernum.hi32w.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi33sp.csv,kernum.hi33sp.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi33w.csv,kernum.hi33w.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi34w.csv,kernum.hi34w.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi35sp.csv,kernum.hi35sp.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kernum.hi35w.csv,kernum.hi35w.csv,M,plant,domestic,kernels per row,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi25sp.csv,kerrow.hi25sp.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi25w.csv,kerrow.hi25w.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi26sp.csv,kerrow.hi26sp.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi26w.csv,kerrow.hi26w.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi27sp.csv,kerrow.hi27sp.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi27w.csv,kerrow.hi27w.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi28sp.csv,kerrow.hi28sp.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi28w.csv,kerrow.hi28w.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi29w.csv,kerrow.hi29w.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi30w.csv,kerrow.hi30w.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi31w.csv,kerrow.hi31w.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi32w.csv,kerrow.hi32w.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi33sp.csv,kerrow.hi33sp.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi33w.csv,kerrow.hi33w.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi34w.csv,kerrow.hi34w.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi35sp.csv,kerrow.hi35sp.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,kerrow.hi35w.csv,kerrow.hi35w.csv,M,plant,domestic,kernel rows per ears,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
NA,NA,NA,killfish-egg.survival.csv,killfish-egg.survival.csv,LH,animal,wild,egg survival,"Lucania goodei, Lucania parva",XY,between,Y,standard
NA,NA,NA,killfish-hatch-success.high.csv,killfish-hatch-success.high.csv,LH,animal,wild,hatching success high salinity,"Lucania goodei, Lucania parva",XY,between,Y,PSU
1,0,0,killfish-hatch-success.low.csv,killfish-hatch-success.low.csv,LH,animal,wild,hatching success low salinity,"Lucania goodei, Lucania parva",XY,between,Y,PSU
1,0,0,killfish-surv.eat.high.csv,killfish-surv.eat.high.csv,LH,animal,wild,survival to eating high salinity,"Lucania goodei, Lucania parva",XY,between,Y,PSU
NA,NA,NA,killfish-surv.eat.low.csv,killfish-surv.eat.low.csv,LH,animal,wild,survival to eating low salinity,"Lucania goodei, Lucania parva",XY,between,Y,PSU
1,0,0,lat.root.csv,lat.root.csv,M,plant,domestic,number of lateral roots,Zea mays,NSC,within,N,PSU
0.360691038,0.639308962,0,leaf.area.csv,leaf.area.csv,M,plant,wild,leaf area,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
0.394718839,0.605281161,0,leafL.csv,leafL.csv,M,plant,wild,leaf length,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
1,0,0,leaflen.hi25sp.csv,leaflen.hi25sp.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi25w.csv,leaflen.hi25w.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi26sp.csv,leaflen.hi26sp.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi26w.csv,leaflen.hi26w.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi27sp.csv,leaflen.hi27sp.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi27w.csv,leaflen.hi27w.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi28sp.csv,leaflen.hi28sp.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi28w.csv,leaflen.hi28w.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi29w.csv,leaflen.hi29w.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi30w.csv,leaflen.hi30w.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi31w.csv,leaflen.hi31w.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
NA,NA,NA,leaflen.hi32w.csv,leaflen.hi32w.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi33sp.csv,leaflen.hi33sp.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi33w.csv,leaflen.hi33w.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi34w.csv,leaflen.hi34w.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi35sp.csv,leaflen.hi35sp.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaflen.hi35w.csv,leaflen.hi35w.csv,M,plant,domestic,leaf length,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0,0,1,leafLFa.csv,leafLFa.csv,M,plant,domestic,herbivore density,"Salix eriocephala, Salix sericea",NSC,between,Y,standard
0.046273648,0.108464335,0.845262017,leafv.csv,leafv.csv,M,plant,domestic,herbivore density,"Salix eriocephala, Salix sericea",NSC,between,Y,standard
0.397714263,0.602285737,0,leafW.csv,leafW.csv,M,plant,wild,leaf width,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
1,0,0,leafw.hi25sp.csv,leafw.hi25sp.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leafw.hi25w.csv,leafw.hi25w.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leafw.hi26sp.csv,leafw.hi26sp.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leafw.hi26w.csv,leafw.hi26w.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.202797203,0.251748252,0.545454545,leafw.hi27sp.csv,leafw.hi27sp.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leafw.hi27w.csv,leafw.hi27w.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leafw.hi28sp.csv,leafw.hi28sp.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leafw.hi28w.csv,leafw.hi28w.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leafw.hi29w.csv,leafw.hi29w.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leafw.hi30w.csv,leafw.hi30w.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.68239247,0,0.31760753,leafw.hi31w.csv,leafw.hi31w.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
NA,NA,NA,leafw.hi32w.csv,leafw.hi32w.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.202290076,0.43129771,0.366412214,leafw.hi33sp.csv,leafw.hi33sp.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leafw.hi33w.csv,leafw.hi33w.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leafw.hi34w.csv,leafw.hi34w.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.223002458,0.4050841,0.371913442,leafw.hi35sp.csv,leafw.hi35sp.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.236111111,0.226851852,0.537037037,leafw.hi35w.csv,leafw.hi35w.csv,M,plant,domestic,leaf width,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leafwt1.csv,leafwt1.csv,M,plant,wild,leaf weight,Datura stramonium,NSC,within,N,PSU
0.412507695,0,0.587492305,leafwt2.csv,leafwt2.csv,M,plant,wild,leaf weight,Datura stramonium,NSC,within,N,PSU
1,0,0,leafwt3.csv,leafwt3.csv,M,plant,wild,leaf weight,Datura stramonium,NSC,within,N,PSU
1,0,0,leafwt4.csv,leafwt4.csv,M,plant,wild,leaf weight,Datura stramonium,NSC,within,N,PSU
1,0,0,leaves.hi25sp.csv,leaves.hi25sp.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaves.hi25w.csv,leaves.hi25w.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
NA,NA,NA,leaves.hi26sp.csv,leaves.hi26sp.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaves.hi26w.csv,leaves.hi26w.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
NA,NA,NA,leaves.hi27sp.csv,leaves.hi27sp.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.294117647,0.352941176,0.352941176,leaves.hi27w.csv,leaves.hi27w.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
NA,NA,NA,leaves.hi28sp.csv,leaves.hi28sp.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaves.hi28w.csv,leaves.hi28w.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaves.hi29w.csv,leaves.hi29w.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaves.hi30w.csv,leaves.hi30w.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaves.hi31w.csv,leaves.hi31w.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0,1,0,leaves.hi32w.csv,leaves.hi32w.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0,0,1,leaves.hi33sp.csv,leaves.hi33sp.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
NA,NA,NA,leaves.hi33w.csv,leaves.hi33w.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaves.hi34w.csv,leaves.hi34w.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,leaves.hi35sp.csv,leaves.hi35sp.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
0.614358212,0,0.385641788,leaves.hi35w.csv,leaves.hi35w.csv,M,plant,domestic,number of leaves,"Zea mays, Zea diploperennis Iltis",NSC,between,N,PSU
1,0,0,lentil-branch.num.csv,lentil-branch.num.csv,M,plant,domestic,number of primary branches,Lens culinaris,NSC,within,Y,PSU
1,0,0,lentil-cluster.num.csv,lentil-cluster.num.csv,M,plant,domestic,number of clusters per plant,Lens culinaris,NSC,within,Y,PSU
NA,NA,NA,lentil-node.num.csv,lentil-node.num.csv,M,plant,domestic,number of nodes per main stem,Lens culinaris,NSC,within,Y,PSU
NA,NA,NA,lentil-plant.height.csv,lentil-plant.height.csv,M,plant,domestic,plant height,Lens culinaris,NSC,within,Y,PSU
0.615820739,0.384179261,0,lentil-pod.len.csv,lentil-pod.len.csv,LH,plant,domestic,pod length,Lens culinaris,NSC,within,Y,PSU
0.513837373,0,0.486162627,lentil-pod.num.csv,lentil-pod.num.csv,LH,plant,domestic,number of pods,Lens culinaris,NSC,within,Y,PSU
1,0,0,lentil-sec.branch.csv,lentil-sec.branch.csv,M,plant,domestic,number of secondary branches,Lens culinaris,NSC,within,Y,PSU
1,0,0,lentil-seed.num.csv,lentil-seed.num.csv,LH,plant,domestic,number of seeds per plant,Lens culinaris,NSC,within,Y,PSU
0.492858927,0.507141073,0,lentil-seed.pod.csv,lentil-seed.pod.csv,LH,plant,domestic,number of seeds per pod,Lens culinaris,NSC,within,Y,PSU
0,0,1,lentil-seed.yield.csv,lentil-seed.yield.csv,LH,plant,domestic,seed yield per plant,Lens culinaris,NSC,within,Y,PSU
0,0.539401564,0.460598436,lentil-seedwt.csv,lentil-seedwt.csv,LH,plant,domestic,seed weight,Lens culinaris,NSC,within,Y,PSU
0.583545531,0.416454469,0,lobeL.csv,lobeL.csv,M,plant,wild,lower corolla lobe length,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
0.624289302,0.375710698,0,lobeW.csv,lobeW.csv,M,plant,wild,lower corolla lobe width,"Mimulus cuprilphilus, Mimulus guttatus",NSC,between,Y,PSU
0.505395419,0.494604581,0,locule.dj38.csv,locule.dj38.csv,LH,plant,domestic,number of locules,Lycopersicon,NSC,between,Y,standard
0.467946524,0.532053476,0,locule.dj39.csv,locule.dj39.csv,LH,plant,domestic,number of locules,Lycopersicon,NSC,between,Y,standard
0.656216019,0,0.343783981,locule.dr38.csv,locule.dr38.csv,LH,plant,domestic,number of locules,Lycopersicon,NSC,between,Y,standard
0.509450855,0,0.490549145,locule.jb39.csv,locule.jb39.csv,LH,plant,domestic,number of locules,Lycopersicon,NSC,between,Y,standard
0.474397589,0,0.525602411,locule.jr39.csv,locule.jr39.csv,LH,plant,domestic,number of locules,Lycopersicon,NSC,between,Y,standard
0.030551764,0.459757855,0.50969038,m-ba.sq.csv,m-ba.sq.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,between,Y,standard
0,0.452904086,0.547095914,m-bh.sq.csv,m-bh.sq.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,between,Y,standard
0.032413815,0.420919325,0.54666686,m-da.sq.csv,m-da.sq.csv,LH,animal,lab,number of offspring,Tribolium castaneum,XY,between,Y,standard
0.177550524,0.822449476,0,maize-ear.diameter1.csv ,maize-ear.diameter1.csv ,M,plant,domestic,ear diameter,Zea mays,NSC,within,Y,PSU
0.14198339,0.608327676,0.249688934,maize-ear.diameter2.csv ,maize-ear.diameter2.csv ,M,plant,domestic,ear diameter,Zea mays,NSC,within,Y,PSU
0.141523426,0.858476574,0,maize-ear.height1.csv   ,maize-ear.height1.csv   ,M,plant,domestic,ear height,Zea mays,NSC,within,Y,PSU
0,1,0,maize-ear.height2.csv   ,maize-ear.height2.csv   ,M,plant,domestic,ear height,Zea mays,NSC,within,Y,PSU
0,1,0,maize-ear.length1.csv   ,maize-ear.length1.csv   ,M,plant,domestic,ear length,Zea mays,NSC,within,Y,PSU
0,1,0,maize-ear.length2.csv   ,maize-ear.length2.csv   ,M,plant,domestic,ear length,Zea mays,NSC,within,Y,PSU
0,0,1,maize-grain.yield1.csv  ,maize-grain.yield1.csv  ,LH,plant,domestic,grain yield,Zea mays,NSC,within,Y,PSU
0.093362346,0.906637654,0,maize-grain.yield2.csv  ,maize-grain.yield2.csv  ,LH,plant,domestic,grain yield,Zea mays,NSC,within,Y,PSU
